#name	chrom	strand	exonStarts	exonEnds	score
NM_001272132.1	chr4	+	559663,560094,560348,560470,560717,564360,564540,565409,565600,	559893,560300,560411,560583,560820,564479,564662,565515,567257,	0
NM_143669.2	chr4	-	568295,569113,569974,570233,570408,570603,	569056,569301,570176,570343,570533,570790,	0
NM_001272135.1	chr4	-	568295,569113,569974,570233,570408,570603,571534,	569056,569301,570176,570343,570533,570781,571554,	0
NM_143670.5	chr4	+	571754,573612,575334,575701,576978,	571863,574428,575645,576325,578143,	0
NM_166770.2	chr4	+	571754,573612,575334,575701,576978,	571966,574428,575645,576325,578143,	0
NM_166771.2	chr4	+	571754,573612,575334,575701,576978,	572171,574428,575645,576325,580122,	0
NM_166773.2	chr4	+	583107,583788,583935,584761,584989,585297,585839,586901,587842,588571,	583225,583863,584018,584931,585174,585772,585938,587093,588042,589348,	0
NM_143671.3	chr4	+	583107,583788,583935,584761,584989,585297,585839,586901,587842,588571,	583252,583863,584018,584931,585174,585772,585938,587093,588042,589348,	0
NR_123747.1	chr4	-	597623,	598274,	0
NM_080103.3	chr4	-	598554,601756,603311,605002,	601529,601935,604252,607649,	0
NM_001272136.1	chr4	-	598554,601756,603311,605002,607436,	601529,601935,604252,606744,607649,	0
NM_166774.3	chr4	+	610683,611284,611726,613614,613936,615035,616004,617303,618347,618535,618692,619636,619847,	610896,611655,611806,613795,614422,615923,616181,617351,618476,618631,619063,619783,620351,	0
NM_001169353.2	chr4	+	610683,611284,611512,611726,613614,613936,615035,616004,617303,618347,618535,618692,619636,619847,620253,	610896,611438,611655,611806,613795,614422,615923,616181,617351,618476,618631,619063,619783,620107,620734,	0
NM_166777.4	chr4	+	610683,611284,611512,611726,613614,613936,615035,616004,618347,618535,618692,619636,619847,620253,	610896,611438,611655,611806,613795,614422,615923,616181,618476,618631,619063,619783,620177,620926,	0
NM_166775.4	chr4	+	610683,611284,611726,613614,613936,615035,616004,618347,618535,618692,619636,619847,620253,	610896,611655,611806,613795,614422,615923,616181,618476,618631,619063,619783,620177,620926,	0
NM_079886.5	chr4	+	610683,611284,611726,613614,613936,615035,616004,617303,618347,618535,618692,619636,619847,620253,	610896,611655,611806,613795,614422,615923,616181,617351,618476,618631,619063,619783,620177,620926,	0
NM_166776.4	chr4	+	610683,611284,611726,613614,613936,615035,616004,618347,618535,618692,619636,619847,620253,621928,	610896,611655,611806,613795,614422,615923,616181,618476,618631,619063,619783,620177,621872,622470,	0
NM_079887.3	chr4	-	623218,624771,	624663,626031,	0
NR_047709.1	chr4	+	626125,	626212,	0
NM_143673.3	chr4	+	629690,631626,632027,632207,632447,633328,633490,633920,634176,634409,	629979,631894,632129,632388,632715,633432,633860,634124,634344,635350,	0
NM_166779.4	chr4	+	629692,631626,632027,632207,632447,633328,633490,633960,634176,634409,	629979,631894,632129,632388,632715,633432,633860,634124,634344,635350,	0
NM_143674.2	chr4	-	636130,639014,639332,640106,640272,640532,642275,642491,643988,645948,646232,646444,	636618,639203,640048,640211,640476,640736,642428,642728,644155,646182,646394,646556,	0
NM_001042785.2	chr4	-	636130,639014,639332,639592,640106,640272,640532,642275,642491,643988,645948,646232,646444,	636618,639203,639534,640048,640211,640476,640736,642428,642728,644155,646182,646394,646556,	0
NM_001042786.2	chr4	-	636130,639014,639332,639592,640106,640272,640532,642275,642491,643988,645948,646232,646444,	636618,639203,639534,640048,640208,640476,640736,642428,642728,644155,646182,646394,646556,	0
NM_001382172.1	chr4	-	661008,662764,	661980,662831,	0
NM_001382171.1	chr4	-	661008,662952,	661980,663124,	0
NM_001382170.1	chr4	-	661008,663076,	661980,663124,	0
NM_001272137.1	chr4	+	663620,663854,665950,668419,669129,	663742,664340,666932,668574,669884,	0
NM_001272138.1	chr4	+	663620,663854,664987,665950,669129,	663742,664340,665305,666932,669884,	0
NM_143676.2	chr4	+	663620,663854,664987,665950,668419,669129,	663742,664340,665305,666932,668574,669884,	0
NM_001272141.1	chr4	+	671141,680439,684580,	671616,681135,687565,	0
NM_001272139.1	chr4	+	671141,671246,680439,684580,	671166,671387,681135,690650,	0
NM_001272140.1	chr4	+	680269,680439,684580,	680304,681135,687565,	0
NM_143677.4	chr4	+	680592,684580,	681135,689595,	0
NM_166788.2	chr4	-	690685,692424,693380,695213,695696,	692359,692843,694416,695337,696055,	0
NM_166786.2	chr4	-	691277,692424,693380,695696,	692359,692843,694416,696055,	0
NM_166787.2	chr4	-	691600,692424,693380,695213,	692359,692843,694416,696055,	0
NM_166789.2	chr4	+	697688,710916,712492,713857,717126,717653,719273,720321,	697883,711082,712673,714512,717300,717929,719628,721173,	0
NM_079889.3	chr4	+	704650,710916,712492,713857,717126,717653,719273,720321,	705273,711082,712673,714512,717300,717929,719628,721173,	0
NM_001014693.2	chr4	+	704650,707491,710916,712492,713857,717126,717653,719273,720321,	705273,707671,711082,712673,714512,717300,717929,719628,721173,	0
NM_001014694.2	chr4	+	707428,710916,712492,713857,717126,717653,719273,720321,	707671,711082,712673,714512,717300,717929,719628,721173,	0
NM_205876.3	chr4	+	724399,725668,726661,727460,728103,730776,731062,731559,733216,733919,734278,734477,734713,735514,735904,736148,736818,737735,738952,742402,742787,745165,745371,746475,747306,750569,752176,753024,753337,754286,757520,757864,758219,767761,768803,770552,772402,774016,774184,774376,774914,	724491,726029,726683,727623,728245,731000,731465,732233,733564,733964,734401,734537,734812,735823,736030,736187,737046,737909,738988,742550,743161,745291,746071,746829,749019,751469,752940,753160,754228,756959,757802,758164,767690,768740,769145,771595,772459,774117,774311,774679,776081,	0
NM_001169354.2	chr4	+	724399,725668,726661,727460,728103,728672,729001,729273,730776,731062,731559,733216,733919,734278,734477,734713,735514,735904,736148,736338,736818,737735,738952,739948,742402,742787,745165,745371,746475,747306,750569,752176,753024,753337,754286,757520,757864,758219,767761,768803,770552,772402,774016,774184,774376,774914,	724491,726029,726683,727623,728245,728814,729202,729575,731000,731465,732233,733564,733964,734401,734537,734812,735823,736030,736187,736515,737046,737909,738988,739981,742550,743161,745291,746071,746829,749019,751469,752940,753160,754228,756959,757802,758164,767690,768740,769145,771595,772459,774117,774311,774679,776081,	0
NM_001272143.2	chr4	+	724399,725668,726931,727460,728103,728672,729001,729273,730776,731062,731559,733216,733919,734278,734477,734713,735514,735904,736148,736818,737735,738952,742402,742787,745165,745371,746475,747306,750569,752176,753024,753337,754286,757520,757864,758219,767761,768803,770552,772402,774016,774184,774376,774914,	724491,726029,726962,727623,728245,728814,729202,729575,731000,731465,732233,733564,733964,734401,734537,734812,735823,736030,736187,737046,737909,738988,742550,743161,745291,746071,746829,749019,751469,752940,753160,754228,756959,757802,758164,767690,768740,769145,771595,772459,774117,774311,774679,776474,	0
NM_001297787.1	chr4	+	725355,725668,726661,727460,728103,730776,731062,731559,733919,734278,734477,734713,735514,735904,736148,736338,736818,737735,738952,739948,742402,742787,745165,745371,746475,747306,750569,752176,753024,753337,754286,757520,757864,758219,767761,768803,770552,772402,774016,774184,774376,774914,	725387,726029,726683,727623,728245,731000,731465,732233,733964,734401,734537,734812,735823,736030,736187,736515,737046,737909,738988,739981,742550,743161,745291,746071,746829,749019,751469,752940,753160,754228,756959,757802,758164,767690,768740,769145,771595,772459,774117,774311,774679,776081,	0
NM_001272142.1	chr4	+	725657,726931,727460,728103,730776,731062,731559,733919,734278,734477,735514,735904,737735,742402,742787,743524,745165,745371,746475,747306,750569,752176,753024,753337,754286,757520,757864,758219,767761,768803,770552,774016,774184,774376,774914,	726029,726962,727623,728245,731000,731465,732233,733964,734401,734537,735823,736030,737909,742550,743161,743602,745291,746071,746829,749019,751469,752940,753160,754228,756959,757802,758164,767690,768740,769145,771595,774117,774311,774679,776081,	0
NR_123748.1	chr4	-	776474,	777146,	0
NM_001272144.1	chr4	-	800435,802397,803845,	802110,803327,804080,	0
NM_001272145.1	chr4	-	800435,802397,806821,807185,	802110,803327,806956,807347,	0
NM_166792.2	chr4	-	800435,802397,807185,	802110,803327,807347,	0
NM_001014695.2	chr4	-	800435,802397,823500,827858,833378,	802110,803327,823618,827924,834393,	0
NM_143694.3	chr4	-	836985,844291,	839071,844529,	0
NR_123749.1	chr4	+	851173,	851624,	0
NM_001169357.4	chr4	-	853556,855255,855685,860306,860439,861792,865347,865701,865930,866975,	853767,855635,855840,860381,861387,864411,865642,865872,866294,867025,	0
NM_001169356.2	chr4	-	855399,855685,860306,860439,861792,865347,865701,865930,866969,	855635,855840,860381,861387,864411,865642,865872,866294,867025,	0
NM_205878.3	chr4	-	855399,855685,860306,860439,861792,865347,865701,865930,866969,	855635,855840,860381,861387,864411,865642,865851,866294,867025,	0
NM_143693.4	chr4	-	855399,855685,860306,860439,861792,865347,865701,865930,866975,	855635,855840,860381,861387,864411,865642,865851,866294,867025,	0
NR_047711.2	chr4	+	867823,868101,	868026,871426,	0
NM_001258497.2	chr4	-	867823,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,881842,882960,883142,883566,885759,898392,903336,903632,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,881949,883081,883362,883641,885891,903282,903471,904026,	0
NM_001258498.2	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,882616,882960,883142,883566,885453,885759,886964,892893,893504,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,882723,883081,883362,883641,885462,885891,892840,892949,893565,	0
NM_166794.3	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,882616,882960,883142,883566,885759,886964,892893,893504,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,882723,883081,883362,883641,885891,892840,892949,893565,	0
NM_166793.4	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,882616,882960,883142,883566,885453,885759,898392,903336,904360,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,882723,883081,883362,883641,885462,885891,903282,903471,904821,	0
NM_143692.4	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,881842,882960,883142,883566,885759,898392,903336,904360,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,881949,883081,883362,883641,885891,903282,903471,904821,	0
NM_001272146.1	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,882960,883142,883566,884045,885453,885759,898392,902306,902825,903336,904360,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,883081,883362,883641,884120,885462,885891,902234,902582,903282,903471,904821,	0
NM_001297788.1	chr4	-	870929,871719,871911,872126,873213,873634,873993,874245,875202,875542,876113,876295,876516,876869,878850,882616,882960,883142,883566,885759,898392,903336,904360,906027,907073,907619,909078,912186,	871654,871846,872074,872225,873571,873926,874160,874467,875484,875710,876239,876454,876789,877194,878992,882723,883081,883362,883641,885891,903282,903471,905963,906997,907550,907924,909184,912331,	0
NR_123750.1	chr4	+	879373,	884752,	0
NR_073620.1	chr4	+	881470,	883402,	0
NM_001272148.1	chr4	+	936818,938331,940173,942766,943102,943733,	936929,939117,940717,943020,943673,944486,	0
NM_001297789.1	chr4	+	936818,938331,942766,943102,943547,943733,944305,946224,	936929,939117,943020,943209,943673,944253,944601,946825,	0
NM_079900.3	chr4	+	936818,938331,940173,942766,943102,943547,943733,944305,946224,	936929,939117,940717,943020,943209,943673,944253,944601,946825,	0
NM_001272147.1	chr4	+	936818,938331,940173,942766,943102,943547,943733,944305,946224,	936929,939117,940717,943020,943209,943673,944253,944601,949441,	0
NM_001272149.2	chr4	-	951541,952137,953512,954019,954488,954920,956544,958005,	952077,952461,953806,954226,954863,955050,957889,958170,	0
NM_166798.2	chr4	-	951541,952137,953512,954019,954488,954920,956544,958005,	952077,952461,953899,954226,954863,955050,957889,958392,	0
NM_166796.2	chr4	-	951541,952137,953512,954019,954488,954920,956544,958005,958288,	952077,952461,953899,954226,954863,955050,957889,958123,958392,	0
NM_166797.2	chr4	-	951541,952137,953512,954019,954488,954920,956544,958005,958313,	952077,952461,953899,954226,954863,955050,957889,958123,958392,	0
NR_123751.1	chr4	-	959223,	959434,	0
NR_073622.1	chr4	+	959674,962403,	959846,962692,	0
NR_073621.1	chr4	+	959674,962250,962403,	960038,962347,962692,	0
NR_123752.1	chr4	+	959674,962250,962400,	960038,962347,962692,	0
NM_001169359.1	chr4	-	962340,963720,964171,968926,969255,	962728,964118,965639,969150,969374,	0
NM_001272150.2	chr4	-	962340,963720,964171,972037,972608,975104,975698,975886,	962728,964118,965639,972138,972667,975560,975773,976035,	0
NM_001169358.2	chr4	-	962340,963720,964171,972037,978206,	962728,964118,965639,972138,978489,	0
NR_003115.1	chr4	+	975167,	975810,	0
NR_003114.2	chr4	+	975167,976765,	975562,977261,	0
NR_003113.2	chr4	+	975167,976765,	975906,977261,	0
NR_073623.1	chr4	+	976794,	977261,	0
NM_079899.4	chr4	+	989724,992065,996511,997706,998622,1004157,1004469,1005806,1006065,	990502,992246,996749,997883,998705,1004412,1004618,1006009,1006288,	0
NM_001272151.1	chr4	+	989724,992065,996511,997706,998622,1004157,1004469,1005806,1006065,	990502,992246,996749,997883,998693,1004373,1004618,1006009,1007922,	0
NM_001382011.1	chr4	+	989724,992065,996511,997706,998622,1004157,1004469,1005806,1006065,	990502,992246,996749,997883,998705,1004412,1004618,1006009,1007922,	0
NM_001258499.2	chr4	-	1009894,1014317,1014582,1014777,1014965,1015424,1016375,1018769,1022241,1026769,	1013768,1014526,1014728,1014908,1015301,1015620,1018709,1020015,1023680,1027101,	0
NM_079898.3	chr4	-	1013403,1014317,1014582,1014777,1014965,1015424,1016375,1018769,1022241,1026962,	1013768,1014526,1014728,1014908,1015352,1015620,1018709,1020015,1023680,1027101,	0
NM_166804.4	chr4	-	1013403,1014317,1014582,1014777,1014965,1015424,1016375,1018769,1026962,	1013768,1014526,1014728,1014908,1015352,1015620,1018709,1020015,1027101,	0
NM_166805.4	chr4	-	1013632,1014317,1014582,1014777,1014965,1015424,1016375,1018769,1026215,1027006,	1013768,1014526,1014728,1014908,1015352,1015620,1018709,1020015,1026535,1027101,	0
NR_073624.1	chr4	+	1027862,1028709,	1027882,1029359,	0
NR_073625.1	chr4	+	1028280,1028709,	1028328,1029359,	0
NM_143687.4	chr4	-	1028674,	1029361,	0
NM_166807.3	chr4	-	1029710,	1030975,	0
NM_143686.4	chr4	-	1029710,1031551,	1030777,1031676,	0
NM_001258500.1	chr4	-	1029710,1031594,	1030777,1031757,	0
NM_001272152.1	chr4	+	1031483,1031802,1032888,1033271,	1031742,1031953,1033218,1034557,	0
NM_166808.3	chr4	+	1031863,1032906,1033271,	1031953,1033218,1034557,	0
NM_001297790.1	chr4	+	1031863,1032906,1033271,	1031953,1033218,1034917,	0
NM_143758.4	chr4	-	1057364,1057632,1057806,1058209,1059100,1059418,1060412,1060740,	1057572,1057753,1058155,1058504,1059351,1059836,1060653,1060918,	0
NM_166816.3	chr4	-	1057364,1057632,1057806,1058209,1059100,1059418,1060412,1060740,	1057572,1057753,1058155,1058504,1059288,1059836,1060634,1060918,	0
NM_166815.3	chr4	-	1057364,1057632,1057806,1058209,1059100,1059418,1060772,	1057572,1057753,1058155,1058504,1059351,1059836,1060918,	0
NM_166819.3	chr4	-	1057364,1057632,1057806,1058209,1059100,1059418,1060412,1064244,1064822,	1057572,1057753,1058155,1058504,1059351,1059836,1060634,1064381,1065001,	0
NM_001258501.3	chr4	-	1057364,1057632,1057806,1058209,1059100,1059418,1064244,1064822,	1057572,1057753,1058155,1058504,1059351,1059836,1064381,1065001,	0
NM_001297791.1	chr4	+	1060968,1065083,1065855,1065939,1073160,1073438,1075615,1075791,	1061136,1065183,1065885,1073105,1073381,1075557,1075736,1076204,	0
NM_001297792.1	chr4	+	1062677,1065083,1065855,1065939,1073160,1073438,1075615,1075791,	1062919,1065183,1065885,1073105,1073381,1075557,1075736,1076204,	0
NM_079895.3	chr4	+	1064905,1065083,1065855,1065939,1073160,1073438,1075615,1075791,	1065022,1065183,1065885,1073105,1073381,1075557,1075736,1076204,	0
NM_001272156.1	chr4	+	1064905,1065083,1065855,1065939,1073160,1073438,1075615,1075791,	1065022,1065183,1065885,1073105,1073381,1075557,1075736,1077273,	0
NM_143685.3	chr4	-	1077330,1077885,1078572,1080256,1082126,1084613,	1077829,1078519,1078829,1081207,1083273,1084796,	0
